spots,longtitude,latitude,datetime
American Restaurant,40.75821277,-73.98682594,Tue Apr 03 19:03:47 +0800 2012
Office,40.76235954,-73.97223886,Tue Apr 03 19:04:41 +0800 2012
Subway,40.8286022,-73.87925863,Tue Apr 03 19:05:22 +0800 2012
Coffee Shop,40.74546291,-73.99098305,Tue Apr 03 19:07:59 +0800 2012
Laundry Service,40.60014372,-73.94659322,Tue Apr 03 19:08:27 +0800 2012
Residential Building (Apartment / Condo),40.87063009,-74.09792627,Tue Apr 03 19:08:42 +0800 2012
Building,40.80870048,-73.95851531,Tue Apr 03 19:09:18 +0800 2012
Coffee Shop,40.74404465,-73.98373696,Tue Apr 03 19:09:49 +0800 2012
Food & Drink Shop,40.67755881,-73.7445248,Tue Apr 03 19:11:04 +0800 2012
Drugstore / Pharmacy,40.67912093,-73.74992033,Tue Apr 03 19:12:08 +0800 2012
Automotive Shop,40.699108,-73.955248,Tue Apr 03 19:14:07 +0800 2012
Airport,40.64508936,-73.78452301,Tue Apr 03 19:14:15 +0800 2012
Cuban Restaurant,40.7228417,-73.99411647,Tue Apr 03 19:14:31 +0800 2012
Food & Drink Shop,40.68006413,-73.76161876,Tue Apr 03 19:14:34 +0800 2012
BBQ Joint,40.68083,-73.76331,Tue Apr 03 19:15:04 +0800 2012
Other Nightlife,40.74623905,-73.98058961,Tue Apr 03 19:15:06 +0800 2012
Office,40.75931346,-73.97849478,Tue Apr 03 19:16:47 +0800 2012
Mexican Restaurant,40.72828342,-73.987885,Tue Apr 03 19:17:24 +0800 2012
Sandwich Place,40.738553,-73.987393,Tue Apr 03 19:17:34 +0800 2012
Neighborhood,40.77352188,-73.9567852,Tue Apr 03 19:18:05 +0800 2012
Mexican Restaurant,40.72862394,-74.005252,Tue Apr 03 19:18:58 +0800 2012
Home (private),40.82358935,-74.22380201,Tue Apr 03 19:19:39 +0800 2012
Coffee Shop,40.77834721,-73.980903,Tue Apr 03 19:19:54 +0800 2012
Home (private),40.82477735,-73.88307006,Tue Apr 03 19:20:46 +0800 2012
Building,40.74828059,-73.98556262,Tue Apr 03 19:20:53 +0800 2012
Gym / Fitness Center,40.58532515,-73.9520234,Tue Apr 03 19:21:00 +0800 2012
College Academic Building,40.74837051,-73.98568869,Tue Apr 03 19:21:10 +0800 2012
Home (private),40.94175915,-74.01238511,Tue Apr 03 19:21:58 +0800 2012
Home (private),40.61848447,-73.75366953,Tue Apr 03 19:24:28 +0800 2012
Drugstore / Pharmacy,40.94040013,-73.96214862,Tue Apr 03 19:24:52 +0800 2012
Office,40.70242744,-73.99048448,Tue Apr 03 19:25:03 +0800 2012
Other Great Outdoors,40.84430601,-74.04396304,Tue Apr 03 19:25:46 +0800 2012
Coffee Shop,40.74277821,-73.99833798,Tue Apr 03 19:26:11 +0800 2012
Italian Restaurant,40.840306,-74.04756322,Tue Apr 03 19:26:31 +0800 2012
Food & Drink Shop,40.78280364,-73.95175936,Tue Apr 03 19:27:54 +0800 2012
Park,40.73083612,-73.99764061,Tue Apr 03 19:29:18 +0800 2012
Gym / Fitness Center,40.8895741,-74.09540176,Tue Apr 03 19:29:36 +0800 2012
Other Great Outdoors,40.730769,-73.9974505,Tue Apr 03 19:29:44 +0800 2012
Stadium,40.81348443,-74.07433033,Tue Apr 03 19:29:47 +0800 2012
Office,40.80499987,-74.07146,Tue Apr 03 19:30:24 +0800 2012
Home (private),40.75568181,-73.88307006,Tue Apr 03 19:30:41 +0800 2012
Church,40.75850534,-73.97652626,Tue Apr 03 19:33:21 +0800 2012
Other Great Outdoors,40.70247981,-73.79981204,Tue Apr 03 19:33:52 +0800 2012
Airport,40.68968494,-74.17938709,Tue Apr 03 19:33:58 +0800 2012
Salon / Barbershop,40.71285903,-73.87741936,Tue Apr 03 19:34:56 +0800 2012
Train Station,40.707149,-73.99057,Tue Apr 03 19:35:24 +0800 2012
Food & Drink Shop,40.774111,-73.959546,Tue Apr 03 19:35:38 +0800 2012
Food & Drink Shop,40.73652697,-73.99055958,Tue Apr 03 19:36:05 +0800 2012
Department Store,40.75061379,-73.98856401,Tue Apr 03 19:36:57 +0800 2012
College Academic Building,40.7356185,-73.99721414,Tue Apr 03 19:37:28 +0800 2012
Office,40.65556632,-74.00839411,Tue Apr 03 19:38:10 +0800 2012
Tanning Salon,40.74434648,-73.99543065,Tue Apr 03 19:38:16 +0800 2012
Hotel,40.70924712,-74.01355147,Tue Apr 03 19:38:34 +0800 2012
University,40.7111095,-74.00504351,Tue Apr 03 19:40:08 +0800 2012
Miscellaneous Shop,40.736901,-73.8785,Tue Apr 03 19:40:13 +0800 2012
Student Center,40.95158381,-74.08855677,Tue Apr 03 19:40:48 +0800 2012
Bar,40.7257302,-73.79252672,Tue Apr 03 19:42:24 +0800 2012
Miscellaneous Shop,40.8415611,-74.15981,Tue Apr 03 19:42:40 +0800 2012
Coffee Shop,40.72555133,-73.99476528,Tue Apr 03 19:43:04 +0800 2012
Other Great Outdoors,40.7125896,-74.00632024,Tue Apr 03 19:43:17 +0800 2012
Other Great Outdoors,40.8962127,-73.87670483,Tue Apr 03 19:45:22 +0800 2012
Gym / Fitness Center,40.738949,-73.989828,Tue Apr 03 19:47:43 +0800 2012
Medical Center,40.63904062,-73.99794102,Tue Apr 03 19:48:46 +0800 2012
Tattoo Parlor,40.78315572,-74.01868849,Tue Apr 03 19:49:09 +0800 2012
Road,40.69140417,-73.71822311,Tue Apr 03 19:49:58 +0800 2012
University,40.74019488,-73.98346494,Tue Apr 03 19:50:32 +0800 2012
Spanish Restaurant,40.747048,-74.15257037,Tue Apr 03 19:50:48 +0800 2012
Moving Target,40.80050589,-74.2041839,Tue Apr 03 19:50:54 +0800 2012
Bus Station,40.82670252,-73.95129204,Tue Apr 03 19:51:02 +0800 2012
Asian Restaurant,40.7495279,-73.9947032,Tue Apr 03 19:51:07 +0800 2012
Office,40.74914242,-73.97505118,Tue Apr 03 19:51:41 +0800 2012
Factory,40.76050366,-73.94384937,Tue Apr 03 19:54:00 +0800 2012
Bus Station,40.71885936,-73.98790956,Tue Apr 03 19:54:07 +0800 2012
School,40.791172,-73.944024,Tue Apr 03 19:54:09 +0800 2012
Neighborhood,40.78911988,-73.97335052,Tue Apr 03 19:54:11 +0800 2012
Train Station,40.75280621,-73.97717535,Tue Apr 03 19:54:55 +0800 2012
Train Station,40.66479595,-73.92295351,Tue Apr 03 19:57:44 +0800 2012
Other Great Outdoors,40.66421142,-73.91474955,Tue Apr 03 19:58:01 +0800 2012
Residential Building (Apartment / Condo),40.79924638,-73.93220767,Tue Apr 03 19:59:57 +0800 2012
Subway,40.841927,-73.873511,Tue Apr 03 20:00:37 +0800 2012
Home (private),40.80876788,-74.11812338,Tue Apr 03 20:00:39 +0800 2012
Airport,40.64508936,-73.78452301,Tue Apr 03 20:01:38 +0800 2012
General Travel,40.770849,-73.98224824,Tue Apr 03 20:03:06 +0800 2012
Hotel,40.71980773,-74.00992625,Tue Apr 03 20:03:52 +0800 2012
Food & Drink Shop,40.83260434,-73.86046496,Tue Apr 03 20:03:56 +0800 2012
Drugstore / Pharmacy,40.73447832,-73.99024844,Tue Apr 03 20:03:59 +0800 2012
Gym / Fitness Center,40.83487295,-74.22620649,Tue Apr 03 20:04:11 +0800 2012
Asian Restaurant,40.925826,-73.835898,Tue Apr 03 20:04:18 +0800 2012
Home (private),40.73569746,-73.81249842,Tue Apr 03 20:04:26 +0800 2012
Medical Center,40.86873706,-73.9006602,Tue Apr 03 20:05:43 +0800 2012
Residential Building (Apartment / Condo),40.7575648,-73.96864592,Tue Apr 03 20:05:46 +0800 2012
Subway,40.70024353,-73.9411211,Tue Apr 03 20:05:56 +0800 2012
Deli / Bodega,40.72098907,-73.98104875,Tue Apr 03 20:05:56 +0800 2012
Deli / Bodega,40.72098907,-73.98104875,Tue Apr 03 20:05:56 +0800 2012
Home (private),40.77226863,-73.93010371,Tue Apr 03 20:07:05 +0800 2012
Diner,40.69754695,-73.99300314,Tue Apr 03 20:07:29 +0800 2012
Neighborhood,40.83991797,-73.87893677,Tue Apr 03 20:07:48 +0800 2012
Electronics Store,40.96577081,-74.07566071,Tue Apr 03 20:07:51 +0800 2012
Hotel,40.75261955,-73.99336294,Tue Apr 03 20:08:03 +0800 2012
Gym / Fitness Center,40.74404732,-73.98402737,Tue Apr 03 20:08:04 +0800 2012
Burrito Place,40.80494,-73.992149,Tue Apr 03 20:09:55 +0800 2012
Coffee Shop,40.70964742,-74.0105173,Tue Apr 03 20:10:51 +0800 2012
Office,40.70972827,-74.01076978,Tue Apr 03 20:11:05 +0800 2012
Subway,40.70491221,-74.01401281,Tue Apr 03 20:11:13 +0800 2012
Neighborhood,40.87097829,-73.82876809,Tue Apr 03 20:11:28 +0800 2012
Subway,40.69783673,-73.92736598,Tue Apr 03 20:11:45 +0800 2012
Mall,40.86782694,-73.82703923,Tue Apr 03 20:11:54 +0800 2012
Fast Food Restaurant,40.78986319,-73.94593309,Tue Apr 03 20:11:54 +0800 2012
Coffee Shop,40.703253,-74.01422739,Tue Apr 03 20:15:34 +0800 2012
Food & Drink Shop,40.86812592,-73.82576466,Tue Apr 03 20:15:46 +0800 2012
Dumpling Restaurant,40.72741096,-73.9847218,Tue Apr 03 20:16:59 +0800 2012
Home (private),40.61249562,-73.98887973,Tue Apr 03 20:18:35 +0800 2012
Cupcake Shop,40.741579,-74.029635,Tue Apr 03 20:19:51 +0800 2012
Wings Joint,40.73797973,-74.03076102,Tue Apr 03 20:20:24 +0800 2012
Bar,40.731786,-73.983701,Tue Apr 03 20:21:06 +0800 2012
Bar,40.75884666,-73.98955107,Tue Apr 03 20:21:12 +0800 2012
Park,40.74724254,-74.15266696,Tue Apr 03 20:21:35 +0800 2012
Office,40.70972827,-74.01076978,Tue Apr 03 20:21:44 +0800 2012
Caribbean Restaurant,40.57562689,-73.9832985,Tue Apr 03 20:22:14 +0800 2012
Ferry,40.70145732,-74.01321429,Tue Apr 03 20:23:14 +0800 2012
Office,40.72434796,-73.99731874,Tue Apr 03 20:24:18 +0800 2012
Office,40.79563545,-74.20082468,Tue Apr 03 20:24:56 +0800 2012
Salon / Barbershop,40.76050819,-73.96744635,Tue Apr 03 20:25:40 +0800 2012
Ice Cream Shop,40.74763189,-73.98638613,Tue Apr 03 20:26:09 +0800 2012
Hardware Store,40.76147154,-73.96677375,Tue Apr 03 20:26:32 +0800 2012
Performing Arts Venue,40.72603917,-73.9820838,Tue Apr 03 20:27:23 +0800 2012
Park,40.69594185,-73.99039194,Tue Apr 03 20:27:35 +0800 2012
Ice Cream Shop,40.72634865,-73.98415715,Tue Apr 03 20:27:44 +0800 2012
Gym / Fitness Center,40.84835184,-73.83081858,Tue Apr 03 20:27:50 +0800 2012
Bus Station,40.83309951,-74.01021481,Tue Apr 03 20:29:37 +0800 2012
Medical Center,40.72435967,-73.99747938,Tue Apr 03 20:30:13 +0800 2012
Pizza Place,40.62643564,-74.01344956,Tue Apr 03 20:31:56 +0800 2012
Road,40.69958071,-73.91140242,Tue Apr 03 20:32:35 +0800 2012
Park,40.74866718,-73.98837626,Tue Apr 03 20:34:20 +0800 2012
Convenience Store,40.77906995,-74.18814966,Tue Apr 03 20:35:02 +0800 2012
Fast Food Restaurant,40.57715366,-73.9812037,Tue Apr 03 20:37:20 +0800 2012
French Restaurant,40.76170986,-73.96013969,Tue Apr 03 20:37:25 +0800 2012
Subway,40.60189765,-73.99352074,Tue Apr 03 20:38:15 +0800 2012
Home (private),40.69321218,-73.93010371,Tue Apr 03 20:38:46 +0800 2012
Train Station,40.82527366,-73.92996311,Tue Apr 03 20:38:50 +0800 2012
Bar,40.82720715,-73.92603063,Tue Apr 03 20:39:38 +0800 2012
Coffee Shop,40.7394648,-74.00265604,Tue Apr 03 20:40:33 +0800 2012
Home (private),40.79889202,-74.11812338,Tue Apr 03 20:41:37 +0800 2012
University,40.8102201,-73.96047592,Tue Apr 03 20:42:26 +0800 2012
Coffee Shop,40.702345,-73.9906849,Tue Apr 03 20:43:37 +0800 2012
General Travel,40.76020475,-73.86111389,Tue Apr 03 20:45:37 +0800 2012
Asian Restaurant,40.71800153,-73.9902829,Tue Apr 03 20:45:37 +0800 2012
Bookstore,40.931951,-74.132019,Tue Apr 03 20:45:56 +0800 2012
Asian Restaurant,40.71800153,-73.9902829,Tue Apr 03 20:46:44 +0800 2012
Ferry,40.69977177,-74.01339054,Tue Apr 03 20:46:49 +0800 2012
Food & Drink Shop,40.745192,-74.219411,Tue Apr 03 20:46:53 +0800 2012
Office,40.75269756,-73.99003613,Tue Apr 03 20:48:35 +0800 2012
Bike Shop,40.79456207,-73.97116184,Tue Apr 03 20:49:02 +0800 2012
Home (private),40.91733204,-74.18858249,Tue Apr 03 20:49:53 +0800 2012
Food & Drink Shop,40.76504877,-73.81954351,Tue Apr 03 20:49:59 +0800 2012
Park,40.7352825,-73.99040315,Tue Apr 03 20:50:42 +0800 2012
Campground,40.73506259,-73.99080514,Tue Apr 03 20:50:58 +0800 2012
Clothing Store,40.74871699,-73.98815949,Tue Apr 03 20:51:27 +0800 2012
Coffee Shop,40.76528966,-73.81984794,Tue Apr 03 20:51:27 +0800 2012
Cupcake Shop,40.70554075,-74.00825638,Tue Apr 03 20:52:18 +0800 2012
Gas Station / Garage,40.6731469,-73.99895423,Tue Apr 03 20:52:56 +0800 2012
Park,40.63038932,-74.01065502,Tue Apr 03 20:53:10 +0800 2012
Road,40.8900283,-74.07025337,Tue Apr 03 20:54:05 +0800 2012
College Academic Building,40.69351488,-73.99171189,Tue Apr 03 20:55:04 +0800 2012
Parking,40.95589867,-74.06818444,Tue Apr 03 20:55:33 +0800 2012
Mexican Restaurant,40.6941573,-73.99187258,Tue Apr 03 20:55:45 +0800 2012
Mall,40.95634252,-74.06902772,Tue Apr 03 20:56:14 +0800 2012
Clothing Store,40.75003444,-73.98903755,Tue Apr 03 20:56:27 +0800 2012
Electronics Store,40.86640734,-73.82869342,Tue Apr 03 20:56:38 +0800 2012
Home (private),40.61848447,-73.75366953,Tue Apr 03 20:57:14 +0800 2012
Train Station,40.75280621,-73.97717535,Tue Apr 03 20:57:17 +0800 2012
Home (private),40.61848447,-73.75366953,Tue Apr 03 20:57:27 +0800 2012
Salad Place,40.75323992,-73.97408696,Tue Apr 03 20:57:42 +0800 2012
Office,40.75005298,-73.97360802,Tue Apr 03 20:58:08 +0800 2012
Automotive Shop,40.75898179,-73.88981404,Tue Apr 03 20:58:10 +0800 2012
Home (private),40.75568181,-73.88307006,Tue Apr 03 20:58:20 +0800 2012
Art Gallery,40.95617,-74.06845,Tue Apr 03 20:58:50 +0800 2012
Sporting Goods Shop,40.95653462,-74.06909466,Tue Apr 03 20:59:34 +0800 2012
Gym / Fitness Center,40.74902921,-73.99237186,Tue Apr 03 21:00:07 +0800 2012
Video Game Store,40.74910526,-73.9882054,Tue Apr 03 21:00:19 +0800 2012
Office,40.7451207,-73.99247516,Tue Apr 03 21:00:29 +0800 2012
College Academic Building,40.8623652,-74.1963172,Tue Apr 03 21:00:30 +0800 2012
Gym / Fitness Center,40.61252119,-73.91296404,Tue Apr 03 21:01:31 +0800 2012
Residential Building (Apartment / Condo),40.6612058,-73.88063192,Tue Apr 03 21:02:39 +0800 2012
Toy / Game Store,40.95620483,-74.06860321,Tue Apr 03 21:02:42 +0800 2012
Ferry,40.64440554,-74.07295704,Tue Apr 03 21:03:26 +0800 2012
Residential Building (Apartment / Condo),40.76686967,-73.99496581,Tue Apr 03 21:04:39 +0800 2012
Clothing Store,40.74951365,-73.98762576,Tue Apr 03 21:06:31 +0800 2012
Bus Station,40.74405042,-73.97309978,Tue Apr 03 21:07:02 +0800 2012
Department Store,40.70771001,-74.01056349,Tue Apr 03 21:09:13 +0800 2012
Subway,40.75650613,-73.98802757,Tue Apr 03 21:09:19 +0800 2012
Park,40.73083612,-73.99764061,Tue Apr 03 21:10:39 +0800 2012
Park,40.80588623,-74.04406167,Tue Apr 03 21:11:33 +0800 2012
Road,40.78486386,-73.78632918,Tue Apr 03 21:12:05 +0800 2012
Road,40.78684822,-73.78910395,Tue Apr 03 21:12:23 +0800 2012
Road,40.787516,-73.78943141,Tue Apr 03 21:12:35 +0800 2012
Subway,40.73977359,-74.00257587,Tue Apr 03 21:12:36 +0800 2012
Bus Station,40.64609609,-74.07821746,Tue Apr 03 21:13:14 +0800 2012
College Academic Building,40.63137918,-73.95144224,Tue Apr 03 21:13:15 +0800 2012
Office,40.74182628,-74.00381482,Tue Apr 03 21:13:42 +0800 2012
Subway,40.8247747,-73.9442163,Tue Apr 03 21:13:54 +0800 2012
Event Space,40.74129321,-74.00299421,Tue Apr 03 21:13:57 +0800 2012
Food & Drink Shop,40.74201604,-74.00516337,Tue Apr 03 21:14:08 +0800 2012
Mall,40.91733544,-74.07566071,Tue Apr 03 21:14:12 +0800 2012
Coffee Shop,40.74774465,-73.98530245,Tue Apr 03 21:14:51 +0800 2012
General Travel,40.75696158,-73.98982379,Tue Apr 03 21:15:12 +0800 2012
Subway,40.75047562,-73.94028425,Tue Apr 03 21:15:27 +0800 2012
Food Truck,40.7382971,-73.878961,Tue Apr 03 21:16:01 +0800 2012
Airport,40.64508936,-73.78452301,Tue Apr 03 21:16:02 +0800 2012
Subway,40.69321652,-73.989999,Tue Apr 03 21:17:31 +0800 2012
Other Great Outdoors,40.75083637,-73.94011813,Tue Apr 03 21:18:32 +0800 2012
Park,40.7352825,-73.99040315,Tue Apr 03 21:18:34 +0800 2012
Vegetarian / Vegan Restaurant,40.729369,-73.998868,Tue Apr 03 21:18:47 +0800 2012
Drugstore / Pharmacy,40.79220655,-74.15127754,Tue Apr 03 21:20:56 +0800 2012
University,40.72898243,-73.99583817,Tue Apr 03 21:21:50 +0800 2012
Sushi Restaurant,40.73702363,-73.98658126,Tue Apr 03 21:22:18 +0800 2012
College Academic Building,40.73037925,-73.99595862,Tue Apr 03 21:22:22 +0800 2012
Playground,40.71242696,-73.98925066,Tue Apr 03 21:22:34 +0800 2012
Event Space,40.75237023,-73.99955105,Tue Apr 03 21:22:38 +0800 2012
Bus Station,40.83592439,-73.92185211,Tue Apr 03 21:22:44 +0800 2012
Fast Food Restaurant,40.71278478,-73.98929358,Tue Apr 03 21:23:10 +0800 2012
Food Truck,40.71293259,-73.98744202,Tue Apr 03 21:23:52 +0800 2012
Residential Building (Apartment / Condo),40.7575648,-73.96864592,Tue Apr 03 21:24:41 +0800 2012
Food & Drink Shop,40.7373,-74.03744,Tue Apr 03 21:24:48 +0800 2012
Tanning Salon,40.620465,-74.00710102,Tue Apr 03 21:26:35 +0800 2012
Coffee Shop,40.73729142,-74.03733633,Tue Apr 03 21:26:58 +0800 2012
Subway,40.69147465,-73.98738384,Tue Apr 03 21:27:43 +0800 2012
Salon / Barbershop,40.6727551,-73.775631,Tue Apr 03 21:28:09 +0800 2012
Clothing Store,40.75771821,-73.97769128,Tue Apr 03 21:28:54 +0800 2012
Laundry Service,40.729545,-73.986137,Tue Apr 03 21:29:09 +0800 2012
Convention Center,40.70311887,-73.987736,Tue Apr 03 21:29:21 +0800 2012
Burger Joint,40.73736755,-73.99015091,Tue Apr 03 21:29:35 +0800 2012
Bus Station,40.7064404,-74.00612169,Tue Apr 03 21:30:24 +0800 2012
Clothing Store,40.732431,-73.989988,Tue Apr 03 21:30:44 +0800 2012
Airport,40.642,-73.7918,Tue Apr 03 21:31:05 +0800 2012
Gym / Fitness Center,40.74621884,-73.98151936,Tue Apr 03 21:31:50 +0800 2012
Residential Building (Apartment / Condo),40.84291648,-73.86516249,Tue Apr 03 21:32:01 +0800 2012
Subway,40.68430738,-73.9775978,Tue Apr 03 21:32:16 +0800 2012
Subway,40.71250828,-74.00766134,Tue Apr 03 21:32:31 +0800 2012
Subway,40.81554068,-73.95842347,Tue Apr 03 21:32:59 +0800 2012
Gym / Fitness Center,40.800356,-73.94687168,Tue Apr 03 21:33:17 +0800 2012
Gym / Fitness Center,40.94709963,-74.072561,Tue Apr 03 21:33:27 +0800 2012
Bridge,40.82809887,-73.93391132,Tue Apr 03 21:33:56 +0800 2012
Subway,40.82134415,-73.95403862,Tue Apr 03 21:34:05 +0800 2012
