spots,longtitude,latitude,datetime
Pizza Place,40.747842,-74.030874,Tue Apr 03 21:55:55 +0800 2012
Mexican Restaurant,40.75557964,-73.97086143,Tue Apr 03 21:56:19 +0800 2012
Drugstore / Pharmacy,40.75892783,-73.96144262,Tue Apr 03 21:56:30 +0800 2012
Bar,40.75918262,-73.96217732,Tue Apr 03 21:56:56 +0800 2012
University,40.7111095,-74.00504351,Tue Apr 03 21:57:05 +0800 2012
Salon / Barbershop,40.66676014,-73.88194173,Tue Apr 03 21:57:17 +0800 2012
Community College,40.57840084,-73.93618584,Tue Apr 03 21:57:54 +0800 2012
Office,40.75539132,-73.97425915,Tue Apr 03 19:01:16 +0800 2012
College Academic Building,40.7383284,-74.17913158,Tue Apr 03 19:01:19 +0800 2012
Ice Cream Shop,40.725891,-73.79143081,Tue Apr 03 19:01:28 +0800 2012
Food & Drink Shop,40.83162209,-74.13679361,Tue Apr 03 19:01:40 +0800 2012
Sandwich Place,40.726045,-73.79091154,Tue Apr 03 19:03:16 +0800 2012
Stadium,40.81143815,-74.06779647,Tue Apr 03 22:02:54 +0800 2012
Home (private),40.89859144,-73.8477874,Tue Apr 03 22:03:13 +0800 2012
Home (private),40.78898753,-74.25901479,Tue Apr 03 22:03:45 +0800 2012
Bar,40.74227764,-73.98525554,Tue Apr 03 22:04:54 +0800 2012
Other Great Outdoors,40.64250711,-73.88739669,Tue Apr 03 22:05:19 +0800 2012
Deli / Bodega,40.66342761,-74.23399687,Tue Apr 03 22:05:22 +0800 2012
Subway,40.82406999,-73.89306694,Tue Apr 03 22:05:36 +0800 2012
Fried Chicken Joint,40.73174804,-74.06692503,Tue Apr 03 22:06:16 +0800 2012
Medical Center,40.71713766,-74.03891414,Tue Apr 03 22:06:54 +0800 2012
Home (private),40.75605707,-74.23554036,Tue Apr 03 22:06:57 +0800 2012
Burger Joint,40.77912607,-73.95490489,Tue Apr 03 22:07:37 +0800 2012
Clothing Store,40.720582,-74.002051,Tue Apr 03 22:08:02 +0800 
American Restaurant,40.71528089,-74.03639537,Tue Apr 03 19:03:38 +0800 2012
American Restaurant,40.75821277,-73.98682594,Tue Apr 03 19:03:47 +0800 2012
Tea Room,40.76720039,-73.98148298,Mon Oct 08 20:10:36 +0800 2012
General Travel,40.82641025,-73.95053029,Mon Oct 08 20:10:39 +0800 2012
Coffee Shop,40.72795461,-73.99326138,Mon Oct 08 20:11:11 +0800 2012
Scenic Lookout,40.8274018,-73.9518799,Mon Oct 08 20:11:27 +0800 2012
Gym / Fitness Center,40.61252119,-73.91296404,Tue Apr 03 21:01:31 +0800 2012
Residential Building (Apartment / Condo),40.6612058,-73.88063192,Tue Apr 03 21:02:39 +0800 2012
Toy / Game Store,40.95620483,-74.06860321,Tue Apr 03 21:02:42 +0800 2012
Ferry,40.64440554,-74.07295704,Tue Apr 03 21:03:26 +0800 2012
Residential Building (Apartment / Condo),40.76686967,-73.99496581,Tue Apr 03 21:04:39 +0800 2012
Clothing Store,40.74951365,-73.98762576,Tue Apr 03 21:06:31 +0800 2012
Bus Station,40.74405042,-73.97309978,Tue Apr 03 21:07:02 +0800 2012
Department Store,40.70771001,-74.01056349,Tue Apr 03 21:09:13 +0800 2012
Subway,40.75650613,-73.98802757,Tue Apr 03 21:09:19 +0800 2012
Park,40.73083612,-73.99764061,Tue Apr 03 21:10:39 +0800 2012
Park,40.80588623,-74.04406167,Tue Apr 03 21:11:33 +0800 2012
Road,40.78486386,-73.78632918,Tue Apr 03 21:12:05 +0800 2012
Rental Car Location,40.689888,-74.187648,Mon Oct 08 20:17:46 +0800 2012
Outdoors & Recreation,40.879797,-74.10825,Mon Oct 08 20:23:10 +0800 2012
City,40.94269411,-73.99635315,Mon Oct 08 20:23:52 +0800 2012
Home (private),40.94175915,-74.01238511,Mon Oct 08 20:24:00 +0800 2012
Gym / Fitness Center,40.72112538,-73.84708961,Wed Dec 19 11:56:10 +0800 2012
Coffee Shop,40.97215437,-73.96090508,Wed Dec 19 11:58:29 +0800 2012
Gym / Fitness Center,40.75303121,-73.98586388,Wed Dec 19 11:59:09 +0800 2012
Gym / Fitness Center,40.71601683,-74.01281261,Wed Dec 19 11:59:49 +0800 2012
Neighborhood,40.70288998,-73.79621019,Wed Dec 19 12:00:57 +0800 2012
Subway,40.81807001,-73.91209137,Wed Dec 19 12:03:23 +0800 2012
Home (private),40.85040529,-73.71836391,Wed Dec 19 12:05:46 +0800 2012
Airport,40.64508936,-73.78452301,Wed Dec 19 12:06:05 +0800 2012
Post Office,40.7415589,-73.9988637,Wed Jun 27 13:11:49 +0800 2012
Furniture / Home Store,40.76266835,-73.9686574,Wed Jun 27 13:12:19 +0800 2012
Coffee Shop,40.727612,-74.007306,Wed Jun 27 13:12:23 +0800 2012
Office,40.75005298,-73.97360802,Wed Jun 27 13:13:18 +0800 2012
Department Store,40.6607191,-74.10746446,Wed Jun 27 13:13:21 +0800 2012
Deli / Bodega,40.79437893,-73.9488319,Wed Jun 27 13:13:51 +0800 2012
Neighborhood,40.7162328,-73.85018349,Wed Jun 27 13:13:53 +0800 2012
Bus Station,40.7572213,-73.99154663,Wed Jun 27 13:14:26 +0800 2012
Home (private),40.76741096,-73.96537147,Sun Sept 09 21:17:21 +0800 2012
Gym / Fitness Center,40.76259364,-73.9660631,Sun Sept 09 21:19:24 +0800 2012
Arts & Crafts Store,40.75245876,-73.9097929,Sun Sept 09 21:19:56 +0800 2012
Clothing Store,40.75096328,-73.99081707,Sun Sept 09 21:21:22 +0800 2012
Clothing Store,40.72319922,-73.99869599,Sun Sept 09 21:22:18 +0800 2012
Cosmetics Shop,40.76130144,-73.96903622,Sun Sept 09 21:23:02 +0800 2012
Park,40.66333659,-73.96395664,Sun Sept 09 21:25:18 +0800 2012
Food Truck,40.76826485,-73.98243785,Sun Sept 09 21:25:32 +0800 2012
Food & Drink Shop,40.69042712,-73.95468678,Tue Apr 03 18:04:00 +0800 2012
Coffee Shop,40.75159143,-73.9741214,Tue Apr 03 18:04:38 +0800 2012
Bus Station,40.77942173,-73.95534113,Tue Apr 03 18:04:42 +0800 2012
Home (private),40.61915107,-74.0358876,Tue Apr 03 18:06:18 +0800 2012
Bank,40.61900594,-73.99037473,Tue Apr 03 18:06:19 +0800 2012
Gastropub,40.74348254,-73.994009,Tue Apr 03 18:07:15 +0800 2012
Electronics Store,40.74260751,-73.99270535,Tue Apr 03 18:08:57 +0800 2012
Medical Center,40.71976227,-74.250014,Tue Apr 03 18:09:06 +0800 2012
Mobile Phone Shop,40.74119055,-73.9896631,Tue Apr 03 18:09:29 +0800 2012
Cafe,40.7045885,-74.00963933,Tue Apr 03 18:09:59 +0800 2012
Automotive Shop,40.8619815,-74.04790454,Tue Apr 03 18:10:04 +0800 2012
Food & Drink Shop,40.82678954,-73.94950924,Tue Apr 03 18:10:39 +0800 2012
Restaurant,40.75527488,-73.97880614,Tue Apr 03 18:11:04 +0800 2012
Coffee Shop,40.906627,-73.777774,Tue Apr 03 18:11:16 +0800 2012
American Restaurant,40.73067679,-74.0656718,Tue Apr 03 18:11:35 +0800 2012
Government Building,40.88302033,-74.07587528,Tue Apr 03 18:12:09 +0800 2012
Coffee Shop,40.74281621,-74.00040611,Tue Apr 03 18:12:27 +0800 2012
Airport,40.64531729,-73.77383709,Tue Apr 03 18:12:42 +0800 2012
Salon / Barbershop,40.6727551,-73.775631,Tue Apr 03 21:28:09 +0800 2012
Clothing Store,40.75771821,-73.97769128,Tue Apr 03 21:28:54 +0800 2012
Laundry Service,40.729545,-73.986137,Tue Apr 03 21:29:09 +0800 2012
Convention Center,40.70311887,-73.987736,Tue Apr 03 21:29:21 +0800 2012
Burger Joint,40.73736755,-73.99015091,Tue Apr 03 21:29:35 +0800 2012
Bus Station,40.7064404,-74.00612169,Tue Apr 03 21:30:24 +0800 2012
Clothing Store,40.732431,-73.989988,Tue Apr 03 21:30:44 +0800 2012
Airport,40.642,-73.7918,Tue Apr 03 21:31:05 +0800 2012
Gym / Fitness Center,40.74621884,-73.98151936,Tue Apr 03 21:31:50 +0800 2012
Residential Building (Apartment / Condo),40.84291648,-73.86516249,Tue Apr 03 21:32:01 +0800 2012
Subway,40.68430738,-73.9775978,Tue Apr 03 21:32:16 +0800 2012
Subway,40.71250828,-74.00766134,Tue Apr 03 21:32:31 +0800 2012
Subway,40.81554068,-73.95842347,Tue Apr 03 21:32:59 +0800 2012
Gym / Fitness Center,40.800356,-73.94687168,Tue Apr 03 21:33:17 +0800 2012
Gym / Fitness Center,40.94709963,-74.072561,Tue Apr 03 21:33:27 +0800 2012
Bridge,40.82809887,-73.93391132,Tue Apr 03 21:33:56 +0800 2012
Subway,40.82134415,-73.95403862,Tue Apr 03 21:34:05 +0800 2012
Subway,40.71814377,-74.00015652,Tue Apr 03 21:34:35 +0800 2012
Home (private),40.94175915,-74.01238511,Tue Apr 03 21:34:50 +0800 2012
Bar,40.75275186,-73.97305387,Tue Apr 03 21:35:09 +0800 2012
Cupcake Shop,40.70596204,-74.01125754,Tue Apr 03 21:35:25 +0800 2012
Subway,40.74803726,-73.94687176,Tue Apr 03 21:35:42 +0800 2012
University,40.74790921,-73.98380928,Tue Apr 03 21:36:04 +0800 2012
Chinese Restaurant,40.71446409,-73.99911582,Tue Apr 03 21:36:12 +0800 2012
Bar,40.75451688,-73.97339823,Tue Apr 03 21:36:14 +0800 2012
Bar,40.96541694,-74.06288376,Tue Apr 03 21:36:37 +0800 2012
Clothing Store,40.7537156,-73.98094722,Tue Apr 03 21:37:10 +0800 2012
BBQ Joint,40.75561215,-73.97092581,Tue Apr 03 21:38:14 +0800 2012
Toy / Game Store,40.76355592,-73.97286773,Tue Apr 03 21:38:24 +0800 2012
Gym / Fitness Center,40.77589237,-73.95573145,Tue Apr 03 21:38:31 +0800 2012
Home (private),40.93508142,-73.96537147,Tue Apr 03 21:38:34 +0800 2012
Latin American Restaurant,40.689801,-73.72109652,Tue Apr 03 21:38:48 +0800 2012
General College & University,40.75356409,-73.97953033,Tue Apr 03 21:38:52 +0800 2012
Gym / Fitness Center,40.716391,-74.033866,Tue Apr 03 21:39:48 +0800 2012
Playground,40.74715919,-73.92229904,Tue Apr 03 21:40:07 +0800 2012
Spa / Massage,40.75609848,-73.97226182,Tue Apr 03 21:40:08 +0800 2012
Neighborhood,40.84769339,-73.90088797,Tue Apr 03 21:41:46 +0800 2012
Paper / Office Supplies Store,40.71559314,-74.00625368,Tue Apr 03 21:41:59 +0800 2012
Residential Building (Apartment / Condo),40.78302026,-73.94907872,Tue Apr 03 21:42:04 +0800 2012
Government Building,40.71178449,-74.00208235,Tue Apr 03 21:42:39 +0800 2012
Candy Store,40.756676,-73.972307,Tue Apr 03 21:42:47 +0800 2012
Neighborhood,40.71421606,-74.00596619,Tue Apr 03 21:42:52 +0800 2012
Government Building,40.71265873,-74.00588036,Tue Apr 03 21:43:29 +0800 2012
Park,40.67971862,-73.93199086,Tue Apr 03 21:43:39 +0800 2012
Bar,40.75803174,-73.97142386,Tue Apr 03 21:44:29 +0800 2012
Neighborhood,40.71343536,-73.95807266,Tue Apr 03 21:44:32 +0800 2012
Residential Building (Apartment / Condo),40.88899013,-74.05581236,Tue Apr 03 21:44:53 +0800 2012
Camera Store,40.733123,-73.99842497,Tue Apr 03 21:45:33 +0800 2012
Office,40.910894,-74.031547,Tue Apr 03 21:46:15 +0800 2012
Park,40.7421526,-73.82756765,Tue Apr 03 21:47:27 +0800 2012
Breakfast Spot,40.92610478,-74.09925695,Tue Apr 03 21:47:45 +0800 2012
College Academic Building,40.76776,-73.964527,Tue Apr 03 21:48:33 +0800 2012
Subway,40.67837611,-73.90339851,Tue Apr 03 21:48:45 +0800 2012
Southern / Soul Food Restaurant,40.810203,-73.943523,Tue Apr 03 21:49:54 +0800 2012
Residential Building (Apartment / Condo),40.76028084,-73.95057116,Tue Apr 03 21:50:19 +0800 2012
Bar,40.747558,-73.993104,Tue Apr 03 21:50:29 +0800 2012
Home (private),40.63404533,-74.14161271,Tue Apr 03 21:51:09 +0800 2012
Convention Center,40.63129906,-73.95096149,Tue Apr 03 21:51:16 +0800 2012
College Academic Building,40.63118003,-73.95102463,Tue Apr 03 21:51:41 +0800 2012
Coffee Shop,40.93280626,-74.07115459,Tue Apr 03 21:52:18 +0800 2012
Salon / Barbershop,40.75102831,-73.87264967,Tue Apr 03 21:52:30 +0800 2012
Coffee Shop,40.71203303,-74.00699299,Tue Apr 03 21:52:49 +0800 2012
Other Great Outdoors,40.90266454,-74.00578886,Tue Apr 03 21:52:54 +0800 2012
Home (private),40.7312265,-73.98887973,Tue Apr 03 21:53:00 +0800 2012
Cosmetics Shop,40.706904,-74.00367,Tue Apr 03 21:53:44 +0800 2012
Home (private),40.82645768,-73.89482953,Tue Apr 03 21:53:59 +0800 2012
University,40.89690578,-74.03017044,Tue Apr 03 21:54:09 +0800 2012
Gym / Fitness Center,40.77799852,-73.95386021,Tue Apr 03 21:54:39 +0800 2012
Burger Joint,40.68047836,-73.97497083,Wed Apr 04 00:00:00 +0800 2012
Japanese Restaurant,40.7054356,-74.0083482,Wed Apr 04 00:00:22 +0800 2012
Japanese Restaurant,40.89671114,-73.80454302,Wed Apr 04 00:01:05 +0800 2012
Bar,40.71285367,-73.87896,Wed Apr 04 00:01:07 +0800 2012
Music Venue,40.673615,-73.99171,Wed Apr 04 00:01:09 +0800 2012
Neighborhood,40.71343536,-73.95807266,Wed Apr 04 00:02:21 +0800 2012
Ice Cream Shop,40.75914323,-73.968272,Wed Apr 04 00:02:42 +0800 2012
Bar,40.78618129,-73.94290222,Wed Apr 04 00:03:04 +0800 2012
Home (private),40.69655801,-73.95361626,Wed Apr 04 00:03:09 +0800 2012
Pizza Place,40.874372,-73.91036466,Wed Apr 04 00:03:13 +0800 2012
Other Great Outdoors,40.75279445,-73.97373112,Wed Apr 04 00:03:30 +0800 2012
Gym / Fitness Center,40.72918162,-73.99059713,Wed Apr 04 00:03:34 +0800 2012
Chinese Restaurant,40.83684163,-74.20795798,Wed Apr 04 00:03:53 +0800 2012
Deli / Bodega,40.71878936,-73.99280801,Wed Apr 04 00:03:53 +0800 2012
Pet Store,40.931691,-74.070842,Wed Apr 04 00:04:09 +0800 2012
Gym / Fitness Center,40.73268977,-73.97463799,Wed Apr 04 00:04:13 +0800 2012
German Restaurant,40.75274101,-73.97330797,Wed Apr 04 00:04:48 +0800 2012
Indian Restaurant,40.72478134,-73.99623408,Wed Apr 04 00:05:52 +0800 2012
Gym / Fitness Center,40.73388473,-73.99288836,Wed Apr 04 00:05:52 +0800 2012
Deli / Bodega,40.9101455,-74.07280807,Wed Apr 04 00:05:54 +0800 2012
Home (private),40.86590418,-73.89482953,Wed Apr 04 00:06:06 +0800 2012
Subway,40.70541414,-73.94938295,Wed Apr 04 00:07:20 +0800 2012
Chinese Restaurant,40.70600874,-73.95002585,Wed Apr 04 00:07:36 +0800 2012
Deli / Bodega,40.707172,-73.9537704,Wed Apr 04 00:08:17 +0800 2012
Airport,40.773839,-73.87122,Wed Apr 04 00:09:04 +0800 2012
Gym / Fitness Center,40.86284175,-74.05562091,Wed Apr 04 00:09:08 +0800 2012
Gym / Fitness Center,40.86554662,-73.85753613,Wed Apr 04 00:09:14 +0800 2012
Miscellaneous Shop,40.77134395,-73.83512625,Wed Apr 04 00:09:24 +0800 2012
Bus Station,40.83664807,-74.11432386,Wed Apr 04 00:09:45 +0800 2012
Burger Joint,40.68047836,-73.97497083,Wed Apr 04 00:09:55 +0800 2012
Cafe,40.77681261,-73.98934172,Wed Apr 04 00:10:06 +0800 2012
Sushi Restaurant,40.69767318,-73.99341345,Wed Apr 04 00:10:17 +0800 2012
Train Station,40.71267093,-74.01193142,Wed Apr 04 00:10:23 +0800 2012
Garden,40.95648888,-74.06877531,Wed Apr 04 00:10:47 +0800 2012
Building,40.87119269,-74.18746591,Wed Apr 04 00:11:04 +0800 2012
Food & Drink Shop,40.95643123,-74.06887283,Wed Apr 04 00:11:12 +0800 2012
Bus Station,40.67357538,-73.76388073,Wed Apr 04 00:11:18 +0800 2012
Sushi Restaurant,40.68382661,-73.99249812,Wed Apr 04 00:12:07 +0800 2012
Hot Dog Joint,40.95640875,-74.06885917,Wed Apr 04 00:13:00 +0800 2012
Sushi Restaurant,40.66283351,-73.98510933,Wed Apr 04 00:13:09 +0800 2012
Bar,40.67682903,-73.96343804,Wed Apr 04 00:13:17 +0800 2012
Bar,40.75172062,-73.970707,Wed Apr 04 00:13:23 +0800 2012
Home (private),40.62578449,-74.08288386,Wed Apr 04 00:13:28 +0800 2012
Gym / Fitness Center,40.7367546,-73.99521589,Wed Apr 04 00:13:31 +0800 2012
Residential Building (Apartment / Condo),40.6597978,-74.11579728,Wed Apr 04 00:13:40 +0800 2012
Sushi Restaurant,40.6016887,-73.99385822,Wed Apr 04 00:13:51 +0800 2012
Sporting Goods Shop,40.76282703,-73.97336954,Wed Apr 04 00:14:00 +0800 2012
Home (private),40.87408085,-73.88307006,Wed Apr 04 00:14:11 +0800 2012
Sushi Restaurant,40.6858203,-73.99108061,Wed Apr 04 00:14:37 +0800 2012
Bar,40.7202327,-73.99330729,Wed Apr 04 00:14:46 +0800 2012
Train Station,40.7468343,-73.89155388,Wed Apr 04 00:14:49 +0800 2012
Mexican Restaurant,40.734195,-74.00316,Wed Apr 04 00:15:01 +0800 2012
Other Great Outdoors,40.94671189,-74.06816149,Wed Apr 04 00:15:03 +0800 2012
Park,40.77142562,-73.97350073,Wed Apr 04 00:15:38 +0800 2012
Medical Center,40.911434,-74.036274,Wed Apr 04 00:15:59 +0800 2012
Gym / Fitness Center,40.8476589,-73.83093823,Wed Apr 04 00:16:01 +0800 2012
Japanese Restaurant,40.74134799,-73.99656693,Wed Apr 04 00:16:09 +0800 2012
Gym / Fitness Center,40.81730241,-73.9357324,Wed Apr 04 00:17:00 +0800 2012
Steakhouse,40.78937982,-73.97551775,Wed Apr 04 00:18:01 +0800 2012
Neighborhood,40.71789169,-73.99794102,Wed Apr 04 00:18:08 +0800 2012
Bowling Alley,40.721988,-73.95753617,Wed Apr 04 00:18:45 +0800 2012
Other Great Outdoors,40.71430985,-73.94939443,Wed Apr 04 00:19:13 +0800 2012
Ice Cream Shop,40.721719,-73.984641,Wed Apr 04 00:19:33 +0800 2012
Bowling Alley,40.75739368,-73.99330097,Wed Apr 04 00:19:37 +0800 2012
Bar,40.71362369,-73.94971014,Wed Apr 04 00:19:44 +0800 2012
Bar,40.85724315,-73.93216174,Wed Apr 04 00:19:55 +0800 2012
Burger Joint,40.70992369,-74.00718904,Wed Apr 04 00:20:24 +0800 2012
Smoke Shop,40.71595074,-73.94959534,Wed Apr 04 00:21:12 +0800 2012
Theater,40.72301578,-73.983394,Wed Apr 04 00:22:04 +0800 2012
Gym / Fitness Center,40.86486627,-74.06523581,Wed Apr 04 00:23:30 +0800 2012
Home (private),40.75765181,-74.0358876,Wed Apr 04 00:23:54 +0800 2012
Music Venue,40.71795206,-73.98541049,Wed Apr 04 00:24:26 +0800 2012
Electronics Store,40.72330663,-74.00072747,Wed Apr 04 00:25:31 +0800 2012
Neighborhood,40.76466513,-73.98807049,Wed Apr 04 00:26:38 +0800 2012
Restaurant,40.67482848,-73.97626877,Wed Apr 04 00:27:28 +0800 2012
Sandwich Place,40.80135488,-73.94390103,Wed Apr 04 00:27:32 +0800 2012
Sushi Restaurant,40.74857576,-73.97521189,Wed Apr 04 00:27:46 +0800 2012
School,40.68545452,-73.71551514,Wed Apr 04 00:28:28 +0800 2012
Home (private),40.68262247,-73.71836391,Wed Apr 04 00:28:37 +0800 2012
Gym / Fitness Center,40.78236866,-73.94887782,Wed Apr 04 00:28:55 +0800 2012
Office,40.74181917,-73.99140199,Wed Apr 04 00:29:50 +0800 2012
Drugstore / Pharmacy,40.75172595,-73.99347946,Wed Apr 04 00:30:15 +0800 2012
American Restaurant,40.7284373,-73.981822,Wed Apr 04 00:30:44 +0800 2012
Laundry Service,40.71227631,-73.93980241,Wed Apr 04 00:32:51 +0800 2012
Gym / Fitness Center,40.72721803,-74.05188611,Wed Apr 04 00:32:51 +0800 2012
Subway,40.7432578,-73.98407936,Wed Apr 04 00:32:59 +0800 2012
American Restaurant,40.744378,-74.002858,Wed Apr 04 00:33:22 +0800 2012
Train Station,40.7507948,-73.99357639,Wed Apr 04 00:33:31 +0800 2012
Mall,40.72696607,-74.03832436,Wed Apr 04 00:33:45 +0800 2012
Home (private),40.78549052,-73.95361626,Wed Apr 04 00:33:55 +0800 2012
Neighborhood,40.75951305,-73.8314724,Wed Apr 04 00:34:38 +0800 2012
Coffee Shop,40.760898,-73.766524,Wed Apr 04 00:34:43 +0800 2012
Bar,40.74051218,-74.00589215,Wed Apr 04 00:34:53 +0800 2012
Plaza,40.7587284,-73.97855791,Wed Apr 04 00:34:55 +0800 2012
Residential Building (Apartment / Condo),40.78280355,-73.77417256,Wed Apr 04 00:35:35 +0800 2012
Pizza Place,40.71351844,-73.95142069,Wed Apr 04 00:35:54 +0800 2012
Park,40.75372797,-73.98368836,Wed Apr 04 00:35:55 +0800 2012
Home (private),40.87744097,-73.9065883,Wed Apr 04 00:36:16 +0800 2012
College Academic Building,40.89851723,-74.02913151,Tue Apr 03 21:54:54 +0800 2012
Burger Joint,40.68047836,-73.97497083,Tue Apr 03 21:54:56 +0800 2012
Convenience Store,40.66498815,-73.90531083,Tue Apr 03 21:55:05 +0800 2012
Bus Station,40.7572213,-73.99154663,Tue Apr 03 21:55:10 +0800 2012
Train Station,40.74911015,-73.98845673,Tue Apr 03 21:55:39 +0800 2012
Event Space,40.76562484,-73.96783664,Tue Apr 03 21:55:46 +0800 2012
Fast Food Restaurant,40.62229464,-74.02759378,Tue Apr 03 21:55:52 +0800 2012
Office,40.75602574,-73.97033335,Tue Apr 03 21:55:54 +0800 2012
Pizza Place,40.747842,-74.030874,Tue Apr 03 21:55:55 +0800 2012
Mexican Restaurant,40.75557964,-73.97086143,Tue Apr 03 21:56:19 +0800 2012
Drugstore / Pharmacy,40.75892783,-73.96144262,Tue Apr 03 21:56:30 +0800 2012
Bar,40.75918262,-73.96217732,Tue Apr 03 21:56:56 +0800 2012
University,40.7111095,-74.00504351,Tue Apr 03 21:57:05 +0800 2012
Salon / Barbershop,40.66676014,-73.88194173,Tue Apr 03 21:57:17 +0800 2012
Community College,40.57840084,-73.93618584,Tue Apr 03 21:57:54 +0800 2012
Convention Center,40.70311887,-73.987736,Tue Apr 03 21:57:54 +0800 2012
Bus Station,40.66623748,-73.88338874,Tue Apr 03 21:57:55 +0800 2012
Food & Drink Shop,40.764016,-73.82947598,Tue Apr 03 21:58:10 +0800 2012
Bar,40.71655808,-74.00008678,Tue Apr 03 21:58:55 +0800 2012
Bar,40.834873,-74.225148,Tue Apr 03 21:59:28 +0800 2012
College Academic Building,40.63216904,-73.94998567,Tue Apr 03 22:00:11 +0800 2012
Music Store,40.91244813,-73.998075,Tue Apr 03 22:00:42 +0800 2012
College Academic Building,40.71068343,-74.00461247,Tue Apr 03 22:01:42 +0800 2012
Drugstore / Pharmacy,40.66195,-73.8927,Tue Apr 03 22:02:13 +0800 2012
Stadium,40.81143815,-74.06779647,Tue Apr 03 22:02:54 +0800 2012
Home (private),40.89859144,-73.8477874,Tue Apr 03 22:03:13 +0800 2012
Home (private),40.78898753,-74.25901479,Tue Apr 03 22:03:45 +0800 2012
Bar,40.74227764,-73.98525554,Tue Apr 03 22:04:54 +0800 2012
Other Great Outdoors,40.64250711,-73.88739669,Tue Apr 03 22:05:19 +0800 2012
Deli / Bodega,40.66342761,-74.23399687,Tue Apr 03 22:05:22 +0800 2012
Subway,40.82406999,-73.89306694,Tue Apr 03 22:05:36 +0800 2012
Chicken Joint,40.73174804,-74.06692503,Tue Apr 03 22:06:16 +0800 2012
Medical Center,40.71713766,-74.03891414,Tue Apr 03 22:06:54 +0800 2012
Home (private),40.75605707,-74.23554036,Tue Apr 03 22:06:57 +0800 2012
Burger Joint,40.77912607,-73.95490489,Tue Apr 03 22:07:37 +0800 2012
Clothing Store,40.720582,-74.002051,Tue Apr 03 22:08:02 +0800 2012
Church,40.8168158,-73.9413925,Tue Apr 03 22:08:14 +0800 2012
Bus Station,40.7534178,-73.99629951,Tue Apr 03 22:08:20 +0800 2012
Sushi Restaurant,40.763157,-73.977109,Tue Apr 03 22:08:24 +0800 2012
Italian Restaurant,40.733848,-74.00505,Tue Apr 03 22:08:48 +0800 2012
Drugstore / Pharmacy,40.88215418,-73.88167185,Tue Apr 03 22:08:56 +0800 2012
Mall,40.73405558,-73.87084723,Tue Apr 03 22:11:16 +0800 2012
Road,40.88224162,-74.20962095,Tue Apr 03 22:11:19 +0800 2012
Plaza,40.75648987,-73.98626804,Tue Apr 03 22:12:27 +0800 2012
